lat,lon
40.652809,-73.909335
40.6528329,-73.9624671
40.652844,-73.9074
40.6528504,-73.8666749
40.652855,-73.945905
40.652915,-73.94497
40.652928,-73.959329
40.652951,-73.911016
40.652956,-74.002144
40.652973,-73.944002
40.6529916,-73.9620414
40.6530059,-73.8820204
40.653016,-74.012844
40.653033,-73.943029
40.653039,-73.915226
40.653067,-73.889788
40.653089,-73.898334
40.653091,-73.942098
40.6531,-73.975136
40.6531442,-73.9227662
40.653149,-73.941164
40.6531653,-73.961587
40.653189,-73.966213
40.653207,-73.94023
40.6532204,-73.8853918
40.653228,-73.976995
40.653253,-73.922555
40.653263,-73.963812
40.653267,-73.93926
40.653289,-73.919185
40.653327,-73.93829
40.6533323,-73.8814206
40.653342,-73.97949
40.6533519,-74.0058791
40.6533681,-74.0089529
40.653379,-73.906571
40.653386,-73.937356
40.653416,-73.981453
40.6534171,-73.8846251
40.653419,-73.888969
40.653445,-73.936386
40.653445,-73.974251
40.653501,-73.914511
40.653502,-73.976227
40.653505,-73.935416
40.653521,-73.910144
40.653563,-73.934483
40.653573,-74.012266
40.653575,-73.959451
40.6535856,-73.9228526
40.653608,-73.920876
40.6536262,-73.9335102
40.6536338,-73.8977851
40.653667,-73.978653
40.6536831,-73.9325387
40.6536987,-73.9223828
40.653711,-73.892457
40.653742,-73.931608
40.653745,-73.918473
40.653752,-73.901651
40.6537549,-73.8817284
40.653769,-73.888156
40.653777,-73.956164
40.6537844,-73.9221916
40.6538018,-74.0050489
40.6538047,-74.01567
40.653805,-73.930604
40.65381,-73.896782
40.6538532,-73.8652244
40.653862,-73.929594
40.6538853,-73.9730495
40.653923,-73.928662
40.6539299,-73.9718777
40.653976,-73.9127327
40.653978,-73.952824
40.653985,-73.927694
40.653995,-73.964145
40.654003,-73.979926
40.654044,-73.926721
40.6540525,-73.9151198
40.654067,-74.000995
40.6540717,-73.9617537
40.654079,-73.977596
40.65408,-73.891608
40.6540819,-73.9158406
40.654103,-73.925789
40.654105,-73.9164061
40.6541322,-74.0117111
40.6541333,-74.0086203
40.654141,-73.887311
40.65415,-73.94993
40.6541609,-73.9153317
40.654162,-73.924821
40.654173,-73.895944
40.6542101,-73.9189881
40.654221,-73.923849
40.6542286,-73.9137867
40.6542291,-73.9195654
40.654252,-73.9202623
40.6542597,-73.923227
40.6542867,-73.9153226
40.6542907,-74.00436
40.6542934,-73.9087287
40.6543011,-73.912549
40.6543286,-74.0078103
40.6543348,-73.9200651
40.654339,-73.947032
40.6543403,-73.9107378
40.6543436,-73.9632246
40.6543502,-73.913946
40.6543559,-73.9217107
40.6543719,-73.9210912
40.6543752,-74.0150697
40.654376,-73.979136
40.6543773,-73.9147479
40.6544031,-73.915511
40.65441,-73.946066
40.654428,-73.890794
40.6544313,-73.9078148
40.6544494,-73.9167886
40.654451,-73.9766447
40.654457,-73.960783
40.6544621,-73.9210781
40.654472,-73.945137
40.6544723,-73.9082349
40.6544804,-73.9097692
40.654483,-73.886532
40.6544855,-73.8952355
40.6544903,-73.9180582
40.654512,-73.9193237
40.654528,-73.944163
40.6545334,-74.0077359
40.6545429,-73.9202584
40.6545687,-73.8822259
40.654576,-73.943209
40.6546151,-73.9081616
40.654624,-73.942261
40.654629,-74.000413
40.6546309,-73.9761845
40.6546368,-73.9087125
40.6546483,-73.9732638
40.654681,-73.941327
40.6546938,-74.0111317
40.6547202,-74.0092528
40.654741,-73.940396
40.654747,-73.978039
40.6547479,-73.8777238
40.65478,-73.889977
40.6547897,-73.9054237
40.6547963,-73.9060428
40.654799,-73.939424
40.654833,-73.894411
40.654839,-73.959696
40.65485,-73.885681
40.654858,-73.938454
40.654875,-73.9619093
40.6548966,-73.9069578
40.6549063,-74.0038874
40.654916,-73.937518
40.654918,-73.921005
40.6549241,-74.0144921
40.654976,-73.936548
40.6549883,-73.8729313
40.6550142,-73.9054843
40.6550146,-73.9061629
40.6550261,-73.8793232
40.655039,-73.935578
40.655042,-74.016249
40.655049,-73.9563
40.6550612,-74.007188
40.655096,-73.934645
40.655114,-73.977077
40.655132,-73.889163
40.655132,-73.916332
40.655156,-73.933676
40.6551727,-73.9050979
40.6551816,-73.8619628
40.655186,-73.999837
40.655202,-73.893547
40.655216,-73.932706
40.655242,-73.9219425
40.655246,-73.981796
40.65525,-73.952959
40.6552547,-73.9031531
40.6552633,-73.8806295
40.655273,-73.931772
40.6552909,-74.0105159
40.6553085,-73.9041828
40.655311,-73.976571
40.6553253,-73.9722202
40.655336,-73.930768
40.655341,-73.960699
40.655367,-73.974302
40.655381,-73.920293
40.655398,-73.929762
40.6554002,-73.9215451
40.6554107,-74.0032
40.6554111,-74.0062599
40.655421,-73.922889
40.655423,-73.950066
40.6554317,-73.9137793
40.655456,-73.928827
40.6554844,-74.0139169
40.655496,-73.888317
40.6555009,-74.0154482
40.655516,-73.927856
40.655561,-73.892713
40.655561,-73.911996
40.6555739,-73.8733709
40.655576,-73.926888
40.655594,-73.947159
40.65561,-73.977869
40.6556113,-73.8629069
40.6556167,-73.8797943
40.655621,-73.9216465
40.6556258,-73.921797
40.655632,-73.925953
40.6556504,-73.9598603
40.6556515,-73.9735578
40.655652,-73.895572
40.655675,-73.963175
40.655684,-73.899409
40.6556917,-73.979904
40.655694,-73.924983
40.6557,-73.915451
40.655702,-73.911083
40.655745,-73.999256
40.655754,-73.924014
40.655762,-73.894708
40.655802,-73.923305
40.655815,-73.8986056
40.655829,-73.943354
40.655832,-73.887535
40.655835,-73.981222
40.655842,-73.919578
40.655852,-73.910123
40.655875,-73.956388
40.6558786,-74.0160591
40.655885,-73.942401
40.655912,-73.891895
40.655944,-73.941462
40.6559575,-73.8790195
40.655982,-73.897569
40.655995,-73.909177
40.655999,-73.976283
40.656002,-73.940532
40.656018,-73.974756
40.6560346,-74.0027231
40.656063,-73.939559
40.656081,-73.953048
40.656118,-73.896649
40.656123,-73.938593
40.656133,-73.908245
40.65615,-73.977308
40.656162,-73.96091
40.656184,-73.937659
40.6561844,-74.0060078
40.656205,-73.886689
40.6562098,-73.8780911
40.656213,-73.882511
40.656214,-73.914659
40.656221,-73.913144
40.656232,-73.999251
40.656242,-73.936685
40.65626,-73.95016
40.656261,-73.891082
40.656262,-73.895728
40.656273,-73.907307
40.656303,-73.935718
40.656305,-73.918863
40.656361,-73.934784
40.656372,-74.00938
40.656381,-73.980653
40.6563958,-73.9737697
40.656412,-73.906369
40.656423,-73.93381
40.656437,-73.947264
40.6564576,-73.9214918
40.656478,-73.932847
40.656484,-73.924077
40.656486,-73.960073
40.6565222,-74.0050959
40.656524,-73.975856
40.6565317,-74.002035
40.656537,-73.931907
40.656547,-73.90545
40.656552,-73.922828
40.65659,-73.881626
40.656592,-73.984024
40.6565984,-74.0127303
40.65661,-73.930903
40.6566133,-73.961256
40.656616,-73.890264
40.6566176,-73.9816721
40.656684,-73.929898
40.656684,-73.90453
40.656693,-73.894631
40.656711,-73.956478
40.656742,-73.928964
40.656766,-73.918147
40.656783,-73.91378
40.656802,-73.927995
40.6568258,-73.8989627
40.656862,-73.927024
40.656865,-73.998091
40.656911,-73.976657
40.656915,-73.953139
40.6569197,-73.9209935
40.656921,-73.92609
40.65694,-73.98007
40.656945,-73.880813
40.6569574,-73.9827418
40.656963,-74.00879
40.656966,-73.902632
40.65698,-73.889417
40.65698,-73.925141
40.657007,-73.924654
40.657012,-73.922112
40.657095,-73.950247
40.657104,-73.901687
40.657108,-73.913343
40.657137,-73.903644
40.6571539,-74.0015578
40.6571863,-73.9001136
40.6572286,-73.9833567
40.657232,-73.960243
40.657247,-73.912423
40.6572727,-73.9003025
40.6572731,-73.9827723
40.65728,-73.947354
40.657295,-73.879997
40.6573035,-74.004833
40.657316,-73.888633
40.6573284,-73.8931071
40.657333,-73.91727
40.657362,-73.914413
40.657369,-74.013974
40.6573746,-73.9740355
40.6573773,-73.8979264
40.657382,-73.911503
40.6574266,-73.8991111
40.657429,-73.997501
40.657432,-73.945094
40.657454,-73.956558
40.6574717,-73.936814
40.657479,-73.979513
40.657514,-73.976154
40.657517,-74.008195
40.657525,-73.910549
40.6575287,-73.9358377
40.6575357,-73.8988098
40.657537,-73.8952482
40.657537,-73.902746
40.657591,-73.883491
40.657601,-73.990188
40.6576032,-73.8748828
40.657609,-73.942314
40.6576255,-73.8942416
40.6576431,-73.9829238
40.6576449,-73.8960821
40.6576487,-74.000865
40.657654,-73.879165
40.657661,-73.95322
40.657666,-73.909595
40.65768,-73.925407
40.6576819,-73.868546
40.657683,-73.887786
40.6577052,-73.973549
40.6577158,-73.8921586
40.6577161,-73.9837538
40.657768,-73.939615
40.657803,-73.908674
40.6578273,-73.8970858
40.657838,-73.950326
40.6578407,-74.0042537
40.65785,-73.916475
40.6578529,-73.8921306
40.657869,-73.8952187
40.65792,-73.901887
40.657921,-73.986228
40.657935,-73.980268
40.657942,-73.936864
40.657943,-73.907736
40.6579476,-73.8922443
40.65799,-73.996918
40.6579956,-73.8915113
40.657998,-73.878365
40.658001,-73.935895
40.6580116,-73.8923775
40.6580192,-73.9730627
40.658031,-73.947433
40.658052,-73.979023
40.658061,-73.934962
40.6580688,-73.8741284
40.65807,-74.007619
40.658072,-73.960426
40.658084,-73.906795
40.658116,-73.975652
40.658119,-73.933996
40.658121,-73.9208885
40.658134,-73.989593
40.658183,-73.924643
40.658214,-73.944708
40.658218,-73.905879
40.658235,-73.93209
40.6582703,-74.0003945
40.658271,-73.982275
40.6582863,-73.9686002
40.658296,-73.931083
40.658299,-73.9614519
40.658302,-73.90103
40.658306,-73.956649
40.658308,-73.881826
40.6583084,-73.9681095
40.6583166,-73.9841741
40.6583191,-73.8732266
40.658337,-73.877579
40.658337,-73.992964
40.658353,-73.904959
40.65836,-73.930076
40.658363,-73.980978
40.6583665,-73.891564
40.658393,-73.915567
40.6583965,-73.972672
40.658398,-73.919968
40.658418,-73.929143
40.658419,-73.92624
40.6584308,-74.0036636
40.658478,-73.928172
40.658481,-73.985645
40.6584966,-73.9850571
40.658498,-73.903992
40.658503,-73.914692
40.658514,-73.953309
40.6585218,-73.9732664
40.658526,-73.894913
40.65853,-73.939569
40.658537,-73.927201
40.658547,-73.996336
40.65863,-74.007041
40.658641,-73.903028
40.658645,-73.913736
40.658647,-73.923928
40.658656,-73.978514
40.658664,-73.881002
40.658675,-73.900187
40.658691,-73.989013
40.658693,-73.950416
40.658698,-73.936948
40.6587132,-73.975161
40.658714,-73.876708
40.6587243,-73.9203298
40.6587277,-73.8907359
40.6587685,-74.0027355
40.6587717,-73.999705
40.6587733,-73.8897106
40.658777,-73.902107
40.658779,-73.960519
40.6587799,-73.8724931
40.658783,-73.912817
40.658809,-73.981717
40.6588539,-73.8660913
40.6588672,-73.9668905
40.658876,-73.947522
40.658878,-73.894098
40.658899,-73.992383
40.658915,-73.901186
40.658918,-73.911897
40.658966,-73.919089
40.659011,-73.88019
40.659011,-73.94526
40.659017,-73.956725
40.6590182,-73.8716052
40.659029,-73.985071
40.65904,-73.875925
40.65905,-73.97934
40.659051,-73.900265
40.659061,-73.910943
40.659061,-73.884582
40.6590874,-73.8898854
40.659103,-73.896449
40.659107,-73.923216
40.659108,-73.995752
40.659112,-73.899217
40.6591333,-73.9863533
40.659192,-74.006452
40.659203,-73.909987
40.659227,-73.953384
40.65923,-73.893279
40.65925,-73.988428
40.659257,-73.978015
40.6593285,-73.8890346
40.659338,-73.927255
40.659339,-73.909066
40.659364,-73.879373
40.659364,-73.939659
40.6593795,-73.8707692
40.6593826,-73.8882987
40.659393,-73.875087
40.6593956,-73.9992251
40.659405,-73.950493
40.659416,-73.980092
40.659427,-73.883739
40.659451,-73.898456
40.659458,-73.9918
40.659478,-73.90813
40.659484,-73.918294
40.659496,-73.96056
40.6595013,-73.9655741
40.659527,-73.937035
40.6595435,-74.0024862
40.659571,-73.922501
40.659581,-73.892464
40.659586,-73.947601
40.659598,-73.98448
40.659619,-73.907191
40.659669,-73.995169
40.6596869,-73.8878691
40.659701,-73.878592
40.659718,-73.945336
40.65973,-73.956801
40.659743,-73.874275
40.659745,-73.917074
40.659754,-73.90627
40.6597705,-73.8882958
40.659781,-73.882912
40.659794,-73.980875
40.659814,-73.926464
40.659816,-73.98784
40.659833,-73.8976
40.6598363,-73.8700354
40.6598701,-73.9774753
40.6598702,-73.9637409
40.659891,-73.90535
40.659892,-73.94255
40.6598937,-73.998539
40.659894,-73.8877287
40.6599,-73.91604
40.659933,-73.891649
40.659937,-73.953461
40.6599609,-73.961765
40.6599668,-73.9202035
40.6599788,-73.8871905
40.660019,-73.991217
40.660027,-73.9606
40.660031,-73.921787
40.660034,-73.904385
40.660041,-73.915086
40.660051,-73.917419
40.660052,-73.877733
40.660074,-73.939734
40.6600911,-74.0019201
40.660095,-73.873455
40.6600994,-73.8575882
40.660117,-73.950569
40.660118,-73.8874867
40.6601185,-73.8872105
40.6601239,-73.8865808
40.660137,-73.983918
40.660177,-73.928193
40.660178,-73.903421
40.660181,-73.914131
40.6601933,-73.8691961
40.660217,-73.89674
40.660228,-73.994588
40.660236,-73.937111
40.660277,-73.925749
40.660284,-73.890832
40.6602929,-73.856249
40.660295,-73.936136
40.6603108,-74.0052622
40.660315,-73.902499
40.660319,-73.91321
40.660328,-73.947256
40.660357,-73.935203
40.660362,-73.946645
40.6603843,-73.85582
40.6603851,-73.8683334
40.660396,-73.946088
40.660398,-73.980372
40.660402,-73.876909
40.660413,-73.89631
40.660415,-73.934231
40.660437,-73.945413
40.660442,-73.956875
40.660448,-73.87264
40.660451,-73.90158
40.660455,-73.912292
40.6604735,-73.8866589
40.660504,-73.962814
40.6605162,-73.9980605
40.6605218,-73.8548545
40.660532,-73.932336
40.6605668,-73.9870548
40.660579,-73.990635
40.6605866,-73.86727
40.660587,-73.900661
40.660594,-73.931325
40.660597,-73.911335
40.660599,-73.895885
40.660599,-73.920909
40.6606,-73.960624
40.66061,-73.942611
40.660636,-73.890015
40.660648,-73.953539
40.6606527,-74.0013247
40.660656,-73.93032
40.6606565,-73.919615
40.6606618,-73.8657638
40.660674,-73.8538541
40.6607058,-73.96183
40.660722,-73.977375
40.660726,-73.918185
40.660735,-73.899652
40.660737,-73.925034
40.660739,-73.91038
40.660745,-73.928823
40.660757,-73.876101
40.6607709,-73.9800815
40.660785,-73.939813
40.66079,-73.994004
40.660799,-73.871822
40.6608009,-73.8858966
40.660827,-73.950644
40.6608509,-73.9795492
40.660861,-73.898819
40.660876,-73.909461
40.6608831,-73.8848161
40.6608922,-73.8529889
40.6608968,-74.0046506
40.66093,-73.986682
40.660937,-73.983237
40.660947,-73.937188
40.660988,-73.8892
40.660999,-73.897896
40.661007,-73.947753
40.661014,-73.908524
40.6610177,-73.99737
40.6610563,-73.9775699
40.661072,-73.94673
40.661107,-73.875285
40.661108,-73.946157
40.661126,-73.89469
40.6611286,-73.8624974
40.661135,-73.896975
40.661139,-73.990052
40.6611456,-73.9801537
40.661148,-73.934316
40.661149,-73.945488
40.6611509,-73.9780151
40.661156,-73.907585
40.661158,-73.871003
40.661162,-73.918299
40.66117,-73.879683
40.6611765,-73.8850333
40.66118,-73.956958
40.661202,-74.0007614
40.661203,-73.92432
40.661208,-74.002239
40.661215,-73.933348
40.661272,-73.896055
40.661294,-73.906666
40.6612946,-73.8617225
40.661295,-73.929432
40.661297,-73.917354
40.661321,-73.942688
40.6613284,-73.8578779
40.661331,-73.931406
40.661338,-73.888385
40.661349,-73.99342
40.6613601,-73.9645786
40.661388,-73.953615
40.6614137,-73.8951426
40.661414,-73.8608256
40.661429,-73.905743
40.661432,-73.916434
40.6614388,-73.88414
40.661447,-73.928282
40.661459,-73.87447
40.661467,-73.977558
40.661469,-73.986123
40.6614742,-74.0040843
40.66149,-73.893882
40.661495,-73.939886
40.6614969,-73.9194845
40.6615063,-73.8520998
40.661514,-73.870197
40.6615228,-73.8833411
40.661535,-73.878834
40.661539,-73.8599096
40.661539,-73.982732
40.661568,-73.904782
40.661569,-73.950724
40.661574,-73.915477
40.661594,-73.9793352
40.661602,-73.98774
40.6616361,-73.9968937
40.661662,-73.8680703
40.661663,-73.923608
40.661671,-73.937262
40.661689,-73.887568
40.661691,-73.961429
40.661699,-73.98947
40.661714,-73.903813
40.661722,-73.914526
40.661734,-73.96077
40.6617353,-73.8578564
40.661746,-73.947832
40.6617677,-74.0001874
40.661779,-74.001705
40.661809,-73.873652
40.6618157,-73.8829297
40.661833,-73.907735
40.661834,-73.893103
40.6618431,-73.8515672
40.6618445,-73.8570741
40.66185,-73.902892
40.661854,-73.913604
40.661855,-73.869371
40.661864,-73.934392
40.661881,-73.945566
40.661887,-73.878018
40.6618899,-73.8664932
40.661908,-73.927566
40.661909,-73.992838
40.661925,-73.933424
40.661965,-73.957044
40.6619738,-73.8561472
40.661988,-73.901972
40.661993,-73.912686
40.6620094,-73.8830989
40.662014,-73.886814
40.6620201,-73.8683385
40.662051,-73.93148
40.66206,-73.942767
40.662081,-73.985596
40.6621024,-73.8552261
40.662109,-73.867656
40.6621202,-73.8825583
40.662125,-73.901053
40.6621327,-73.996205
40.662135,-73.911727
40.662142,-73.982231
40.662162,-73.872835
40.662173,-73.965025
40.662174,-73.9537
40.6621814,-73.882078
40.662185,-73.89231
40.6621893,-73.9642473
40.662202,-73.9788392
40.6622112,-74.0009331
40.662217,-73.930462
40.662231,-73.922728
40.6622325,-73.8825767
40.6622338,-73.939992
40.6622399,-73.8542408
40.662241,-73.877203
40.662248,-73.8667
40.6622636,-73.9692309
40.662278,-73.910776
40.662281,-73.900026
40.6623039,-73.8508027
40.6623191,-73.8815015
40.6623378,-73.9995981
40.662339,-73.987569
40.662354,-73.95081
40.662371,-73.926854
40.662394,-73.885936
40.662396,-73.8533508
40.662397,-73.937341
40.662399,-73.899211
40.662412,-73.909857
40.6624431,-73.8818086
40.6624618,-73.9201037
40.662469,-73.992255
40.6625033,-73.9686857
40.662506,-73.960866
40.662513,-73.872007
40.662533,-73.947914
40.662534,-73.89829
40.6625491,-73.8523633
40.662554,-73.90892
40.662563,-73.891449
40.6625741,-73.8817774
40.662575,-73.934467
40.662591,-73.876388
40.662673,-73.932872
40.662673,-73.897369
40.662676,-73.945613
40.662681,-73.985094
40.662694,-73.918703
40.662715,-73.945022
40.6627239,-73.850069
40.662737,-73.957122
40.662744,-73.92193
40.662744,-73.981728
40.662746,-73.885118
40.662756,-73.931556
40.6627576,-73.9957251
40.662762,-73.944208
40.662789,-73.931077
40.662799,-73.9783342
40.662805,-73.988335
40.662809,-73.89645
40.662832,-73.926139
40.662836,-73.917748
40.662847,-73.942829
40.662854,-73.871193
40.6628816,-73.8621339
40.662924,-73.89062
40.6629242,-73.8809581
40.662943,-73.875569
40.662945,-73.895531
40.662947,-73.953786
40.662967,-73.906138
40.662973,-73.91683
40.6629886,-73.856408
40.6629897,-73.8799114
40.6630161,-73.861215
40.663021,-73.940029
40.663028,-73.991673
40.663069,-73.985893
40.66308,-73.894628
40.663082,-73.9993184
40.663095,-73.884302
40.663106,-73.905173
40.663116,-73.915875
40.663125,-73.962429
40.663126,-73.950893
40.6631549,-73.8603264
40.663192,-73.937264
40.66321,-73.870376
40.663217,-73.866043
40.6632225,-73.9197697
40.663223,-73.89365
40.663245,-73.904211
40.6632537,-73.995039
40.663255,-73.914917
40.663257,-73.9980792
40.663284,-73.984591
40.6632859,-73.8801312
40.663294,-73.925424
40.663295,-73.874752
40.663295,-73.889785
40.6633015,-73.9605742
40.663307,-73.947997
40.663347,-73.981225
40.6633479,-73.920839
40.66336,-73.865096
40.663361,-73.959739
40.6633611,-73.8791114
40.663369,-73.892661
40.663384,-73.903284
40.663393,-73.913998
40.663402,-73.9778282
40.6634102,-73.8795645
40.663437,-73.986655
40.663448,-73.883487
40.663449,-73.945538
40.663507,-73.891738
40.663517,-73.95721
40.663517,-73.902376
40.66353,-73.913077
40.663546,-73.869485
40.663557,-73.931607
40.6636025,-73.990166
40.663603,-73.934391
40.6636112,-73.879297
40.66362,-73.930685
40.66364,-73.869005
40.663641,-73.89083
40.663645,-73.873935
40.663659,-73.901451
40.663673,-73.912122
40.6636804,-73.8560969
40.6637226,-73.8783077
40.663728,-73.953849
40.6637455,-73.8556248
40.663753,-73.937158
40.663778,-73.889907
40.6637879,-73.8560627
40.663788,-73.868074
40.663798,-73.88267
40.663798,-73.962894
40.663806,-73.900417
40.663814,-73.911166
40.663823,-73.987453
40.663843,-73.921655
40.663861,-73.885948
40.663862,-73.924549
40.6638774,-73.9945634
40.663886,-73.984089
40.6638918,-73.9991628
40.663904,-73.939926
40.663905,-73.950974
40.663916,-73.888985
40.663916,-73.867148
40.663926,-73.899605
40.6639449,-73.8546655
40.66395,-73.980724
40.66395,-73.910244
40.663953,-73.920972
40.663968,-73.8784903
40.66399,-73.929874
40.663994,-73.873121
40.664005,-73.949407
40.664012,-73.9773282
40.6640149,-73.8881809
40.6640342,-73.9978378
40.664048,-73.866229
40.6640502,-73.8774701
40.664055,-73.942696
40.664062,-73.89868
40.664063,-73.961108
40.6640814,-73.8537156
40.664082,-73.948166
40.664089,-73.920049
40.664091,-73.928779
40.664097,-73.909305
40.6641069,-73.9909714
40.664108,-73.960337
40.664129,-73.944082
40.6641354,-73.9905435
40.66415,-73.881856
40.664174,-73.944892
40.664176,-73.959344
40.6641782,-73.990829
40.664179,-73.865308
40.664201,-73.897758
40.664205,-73.885131
40.6642148,-73.8527872
40.664226,-73.945463
40.66423,-73.919097
40.664251,-73.922099
40.664273,-73.8775563
40.664303,-73.957292
40.6643326,-73.8776796
40.664335,-73.896839
40.664339,-73.864388
40.664343,-73.931539
40.664348,-73.872303
40.6643574,-73.8517944
40.664373,-73.918141
40.6643757,-73.993875
40.664377,-73.956033
40.664378,-73.923749
40.6643968,-73.8766496
40.6644109,-73.8768995
40.664414,-73.887261
40.664425,-73.986951
40.664433,-73.955085
40.6644615,-73.9925002
40.664471,-73.895921
40.664472,-73.949564
40.6644721,-73.8634919
40.664489,-73.983586
40.6644892,-73.8508771
40.664495,-73.934306
40.664504,-73.881036
40.66451,-73.917221
40.664514,-73.953787
40.6645162,-73.9971849
40.6645377,-73.9611996
40.664552,-73.980222
40.664561,-73.884309
40.6645876,-73.9972638
40.6645902,-73.8764833
40.6646,-73.895016
40.664607,-73.9768312
40.6646181,-73.991583
40.664644,-73.937074
40.664654,-73.916267
40.664659,-73.905578
40.664683,-73.951004
40.6647,-73.871486
40.66471,-73.928228
40.664752,-73.894042
40.6647529,-73.8758347
40.664781,-73.886413
40.664794,-73.91531
40.664794,-73.939845
40.6648471,-73.8765274
40.664857,-73.880222
40.6648831,-73.9922678
40.664902,-73.893051
40.66493,-73.914391
40.664947,-73.942613
40.664952,-73.922879
40.664963,-73.989815
40.6649808,-73.8759159
40.6649987,-73.993395
40.6650268,-73.961294
40.665028,-73.98645
40.665034,-73.892132
40.665035,-73.999418
40.665048,-73.8760539
40.665063,-73.902802
40.6650641,-73.9193335
40.665066,-73.913472
40.665072,-73.870613
40.665075,-73.927394
40.665086,-73.928683
40.665092,-73.983085
40.665099,-73.945381
40.665117,-73.929307
40.665141,-73.885563
40.665155,-73.9927282
40.665155,-73.97972
40.665176,-73.891214
40.6651902,-73.8693863
40.665202,-73.901836
40.665202,-73.879406
40.665209,-73.912516
40.6652091,-74.0116814
40.665214,-73.9763192
40.665234,-73.931455
40.6652423,-73.9926374
40.665248,-73.948151
40.6652841,-73.9924331
40.665312,-73.890299
40.6653239,-73.8684542
40.665346,-73.900851
40.665348,-73.92232
40.665351,-73.911559
40.6653607,-73.9966201
40.665378,-73.934224
40.665392,-73.9509168
40.6654008,-73.8752391
40.665453,-73.889381
40.6654565,-73.8742033
